time,0-1,1-2,2-3,3-4,4-19,0-5,5-6,6-7,7-4,7-8,8-9,9-19,0-10,10-11,11-12,12-7,11-14,14-15,15-16,16-19,10-17,17-18,18-15,6-13,13-14
0.01,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,0,,,,,,,,,,,,,,,,,,,,,,,,
0.04,0,,,,,,,,,,,,,,,,,,,,,,,,
0.05,0,,,,,,,,,,,,,,,,,,,,,,,,
0.06,0,,,,,,,,,,,,,,,,,,,,,,,,
0.07,0,,,,,,,,,,,,,,,,,,,,,,,,
0.08,0-1,,,,,,,,,,,,,,,,,,,,,,,,
0.09,0-1,,,,,,,,,,,,,,,,,,,,,,,,
0.1,0-1-2,,,,,,,,,,,,,,,,,,,,,,,,
0.11,0-1-2,,,,,,,,,,,,,,,,,,,,,,,,
0.12,0-1-2,,,,,,,,,,,,,,,,,,,,,,,,
0.13,0-1-2-3,,,,,,,,,,,,,,,,,,,,,,,,
0.14,0-1-2-3,,,,,,,,,,,,,,,,,,,,,,,,
0.15,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.16,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.17,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.18,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.19,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.2,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.21,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.22,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.23,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.24,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.26,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.27,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.28,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.29,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.3,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.31,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.32,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.33,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.34,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.35,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.36,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.37,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.38,0-1-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,
0.39,0-1-2-3-4-5,,,,,,,,,,,,,,,,,,,,,,,,
0.4,0-1-2-3-4-5,,,,,,,,,,,,,,,,,,,,,,,,
0.41,0-1-2-3-4-5,,,,,,,,,,,,,,,,,,,,,,,,
